date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-08-20,14.3,13.2,15.1,4.6,,358,14.7,,1017.1,
2023-08-21,15.2,14,16.7,20.9,,350,20.3,,1012.1,
2023-08-22,13.2,10.4,16,35.5,,341,26.9,,1011.2,
2023-08-23,11.1,6,14.2,2.7,,186,10.8,,1017.2,
2023-08-24,9.4,4,15,0,,168,12,,1021,
2023-08-25,9.8,4.4,17.1,0,,166,14,,1023.5,
2023-08-26,9.8,4.1,17.3,0,,175,13.3,,1021.1,
2023-08-27,10.6,4,19.7,0,,143,10.1,,1017,
2023-08-28,12.3,7.9,18,2.8,,137,8.1,,1018.6,
2023-08-29,10.4,5.2,15.7,0,,185,15.6,,1020.8,
2023-08-30,10.5,3.3,18.6,0,,169,12.9,,1022.6,
2023-08-31,10.7,5,15.5,0,,212,12.9,,1016.3,
2023-09-01,10.8,8,13.1,0,,222,8.9,,1016.5,
2023-09-02,12.8,11.1,15.2,0.6,,2,12,,1014.1,
2023-09-03,12.7,9,16.4,2.1,,87,8.6,,1018.3,
2023-09-04,11.8,8.8,15.1,1,,117,6.2,,1022.3,
2023-09-05,10.8,7.5,14,0.2,,170,5.9,,1018.6,
2023-09-06,11.6,7.7,14,22.6,,357,6.8,,1018.3,
2023-09-07,11.1,6.6,16,0,,162,9.5,,1021.9,
2023-09-08,11.7,9.2,15,0,,217,11,,1019.2,
2023-09-09,12.4,8.7,17.2,0.3,,23,7.6,,1019,
2023-09-10,13.4,10.6,17,9.1,,19,8.6,,1016.9,
2023-09-11,12.5,8,16.1,12.1,,208,18,,1020.9,
2023-09-12,9.3,4.1,14,0,,211,16.2,,1022.2,
2023-09-13,9.2,3,14.5,0,,187,9.2,,1025.8,
2023-09-14,14.1,9.5,21,0,,171,11.1,,1022.4,
2023-09-15,13.6,10,18,0,,214,14.2,,1015.3,
2023-09-16,12.1,9.7,15.2,0,,128,12.9,,1017,
2023-09-17,11,8,14.5,0,,202,13.8,,1020,
2023-09-18,10.9,6.3,16,0,,180,9.9,,1018.8,
2023-09-19,12.8,9.5,17,0,,184,9.3,,1013.7,
2023-09-20,12.2,8,15,0,,353,15.3,,1015.6,
2023-09-21,12.4,7.7,17.2,0,,27,10.4,,1017,
2023-09-22,12.6,10,15,0,,217,9.5,,1017.6,
2023-09-23,11.3,7.3,14.6,0,,270,9.8,,1017.9,
2023-09-24,11.5,7,16.4,0,,180,16.5,,1019,
2023-09-25,10.8,5.7,15,1,,51,12.1,,1020.6,
2023-09-26,11.2,5,17,0.1,,192,16.2,,1023.6,
2023-09-27,10.3,5.5,15.2,0,,202,13.8,,1018.2,
2023-09-28,10.8,4.3,18,0,,202,17.3,,1018.8,
2023-09-29,9.8,3.6,15,0,,81,8.4,,1015,
2023-09-30,11,7,13.8,0,,1,10.9,,1015.1,
2023-10-01,11.7,11,13,0,,271,7.5,,1016.9,
2023-10-02,12.2,9,16,0,,241,11.5,,1017.2,
2023-10-03,10.6,5,15.5,0.2,,210,10.9,,1020.4,
2023-10-04,10.2,4,16,0,,163,16.1,,1018.7,
2023-10-05,10.5,6.7,15,0,,307,11.5,,1016.6,
2023-10-06,11.6,7,15.2,0,,202,11.6,,1022,
2023-10-07,10.8,4.6,16,0,,191,19.4,,1021.8,
2023-10-08,11,4,17,0,,150,10.7,,1020.2,
2023-10-09,10.6,4.5,16,0,,302,11,,1015.7,
2023-10-10,11.3,9,13,0,,277,13.7,,1019.4,
2023-10-11,10.3,4.5,16,0,,149,11.9,,1020.9,
2023-10-12,11.6,3.5,17,0,,176,14.4,,1017.9,
2023-10-13,11.3,5,17,0,,202,15.6,,1015.8,
2023-10-14,10.3,5.6,15,0,,2,11,,1018.1,
2023-10-15,10.8,5,16.4,0,,197,13,,1018.5,
2023-10-16,12,4,16,0,,208,15.6,,1018,
2023-10-17,11.3,4.9,16.5,0,,258,11.3,,1013.6,
2023-10-18,13.7,9.2,17,0,,302,16.8,,1019.3,
2023-10-19,12.3,6,19.3,0,,243,12.5,,1014.9,
2023-10-20,12.8,11.2,14.5,0,,343,11,,1014.4,
2023-10-21,13.3,11,15.5,0,,288,10.2,,1016.7,
2023-10-22,12.5,10.6,14,0,,303,7.3,,1016.7,
2023-10-23,12.3,8,16,0,,239,16.5,,1021.6,
2023-10-24,11.6,5.4,16,0,,206,16.8,,1018.8,
2023-10-25,11.5,5.6,15.9,0,,277,12.8,,1014.6,
2023-10-26,11.8,9,14.5,0,,335,11.2,,1015,
2023-10-27,12.2,10,15,0.2,,11,10.1,,1017.5,
2023-10-28,11.9,8.7,14.7,3.6,,15,12.7,,1017.3,
2023-10-29,13,11.9,15,17.9,,7,13.3,,1019.5,
2023-10-30,12.6,9.7,16,0,,203,14.9,,1020.6,
2023-10-31,12.5,8.7,17.1,0,,222,15.3,,1017.9,
2023-11-01,9.8,6,14,0.2,,195,10.4,,1018.1,
2023-11-02,10.7,5,16.2,0,,210,14.9,,1021.3,
2023-11-03,15.2,6.7,24,0,,184,15.3,,1015.9,
2023-11-04,12.4,7,16,0,,346,14.1,,1013.4,
2023-11-05,13.4,9,17,0,,235,11.5,,1016.5,
2023-11-06,12.2,8,16,0,,330,10.5,,1016.4,
2023-11-07,14.3,8.2,20.7,0,,190,16.8,,1019.8,
2023-11-08,13.1,6.2,18.4,0,,227,15.3,,1015.4,
2023-11-09,12.3,6.6,16.1,0.4,,251,13.1,,1010.8,
2023-11-10,12.2,11,14,6.9,,299,8.6,,1013.8,
2023-11-11,13,10.5,15,0,,303,8.5,,1016.6,
2023-11-12,11.8,8.8,14.7,0,,215,21.8,,1018,
2023-11-13,12.4,7,17,0,,197,18.1,,1017.4,
2023-11-14,10.7,5,16,0,,227,14.2,,1014.9,
2023-11-15,10.4,4.7,16,0,,204,16.2,,1018.3,
2023-11-16,10.7,4,16.1,0,,217,15.3,,1017.4,
2023-11-17,13.1,10.9,17,7.1,,16,11.7,,1019.2,
2023-11-18,13.9,10.9,18,0,,188,17.2,,1018.5,
2023-11-19,12.4,6.7,17,0,,244,13.1,,1017.1,
2023-11-20,13,7.6,17.1,0,,196,17.6,,1018.2,
2023-11-21,13.4,9.2,18.9,0,,238,14.6,,1017.4,
2023-11-22,13,6.7,17.6,0,,222,17.6,,1018.4,
2023-11-23,14,7.5,18.1,0,,265,12.9,,1015.8,
2023-11-24,14.5,12,17.7,0,,290,12.8,,1018.6,
2023-11-25,13.1,10.6,15.6,0,,238,13.3,,1016.9,
2023-11-26,13.4,11.7,16,0,,317,12.9,,1014,
2023-11-27,14.1,12.6,16,0,,281,11.7,,1016.2,
2023-11-28,15,10.6,18.2,0,,230,16.4,,1017.8,
2023-11-29,14.1,7.5,20,0,,195,18.5,,1014.6,
2023-11-30,12.1,8.7,14.6,0,,341,12.9,,1013.7,
2023-12-01,13.5,10.2,17,0,,232,14.9,,1018.8,
2023-12-02,13.3,6.7,19,0,,210,19.7,,1018.5,
2023-12-03,13.6,7.4,18,0,,203,23.8,,1014.8,
2023-12-04,11.9,4.8,16,0,,290,11,,1013.2,
2023-12-05,14.2,9.6,17.3,0,,278,15,,1017,
2023-12-06,12.5,6.7,18.9,0,,261,16,,1017.8,
2023-12-07,12.8,9.7,16.6,0,,315,14,,1015.1,
2023-12-08,13.4,11.1,16,0,,294,14.9,,1016.6,
2023-12-09,15,7,22.1,0,,226,12.4,,1014.9,
2023-12-10,15.4,10.5,22.5,0,,268,17.4,,1008.9,
2023-12-11,15.2,12,18,0,,253,14.3,,1013.6,
2023-12-12,13.8,7,19,0,,213,16.1,,1013.4,
2023-12-13,13.9,7.7,18.5,0,,329,13.3,,1011.1,
2023-12-14,14.3,11.5,18.1,0,,280,18.4,,1011.5,
2023-12-15,12.8,7,17.5,0,,283,12.9,,1012.5,
2023-12-16,13.9,6.8,18.5,0,,326,13.9,,1015,
2023-12-17,15,10.2,19.2,0,,197,18.8,,1017.6,
2023-12-18,14.4,7.9,18.4,0,,201,18.6,,1013.5,
2023-12-19,14.6,11.7,18.2,0,,279,15,,1015.8,
2023-12-20,13.4,6,18.2,0,,216,18.4,,1015.2,
2023-12-21,13.4,10,16,0,,331,15.1,,1015.2,
2023-12-22,14.2,12,17.1,0,,303,13.2,,1014.3,
2023-12-23,15.2,13.5,17.1,0,,316,14.8,,1014.1,
2023-12-24,15.4,12.7,18,0,,270,12,,1017.2,
2023-12-25,14.7,11.5,19,0,,283,13.2,,1013.7,
2023-12-26,16.1,14,19,0,,306,16.1,,1015.3,
2023-12-27,16.6,14,19,0.6,,316,12.6,,1014,
2023-12-28,16.6,15,19,0,,301,9.1,,1018.6,
2023-12-29,15.9,9,20,0,,291,11,,1017.5,
2023-12-30,17.1,15,20.2,0,,281,11.6,,1017.9,
2023-12-31,16.5,11,20.2,0,,242,15.2,,1018.8,
2024-01-01,15.5,9,20.1,0,,253,14.6,,1017.4,
2024-01-02,15.9,11,19.6,0,,267,13.6,,1015.9,
2024-01-03,17,15.5,20,0,,310,15.9,,1015.5,
2024-01-04,16.6,14.5,20,0,,280,14.6,,1016.5,
2024-01-05,16.7,14,19.1,0,,284,12,,1017.3,
2024-01-06,17,14.2,20,0,,264,10.5,,1015.6,
2024-01-07,16.6,9.3,23,0,,215,18.8,,1014.6,
2024-01-08,16.2,9.6,22,0,,203,16.8,,1013.9,
2024-01-09,14.6,8.6,19,0,,255,14,,1016,
2024-01-10,15.3,11.5,19,0,,341,15.8,,1015.2,
2024-01-11,15.4,12.7,18.7,0,,329,16.7,,1016.2,
2024-01-12,15.5,12.7,18.3,0,,292,12.9,,1016.2,
2024-01-13,16,14,19,0,,267,15.4,,1018.4,
2024-01-14,16.2,8.6,21.6,0,,171,17.6,,1016.5,
2024-01-15,14.6,9.2,18,0,,289,18.9,,1014.1,
2024-01-16,15.9,11.2,21.2,0,,236,14.6,,1014.1,
2024-01-17,14.7,12.2,16.3,0,,332,13.4,,1012.6,
2024-01-18,15.8,10,20.6,0,,249,14.2,,1014.3,
2024-01-19,15.1,8.2,21.4,0,,290,12.8,,1012.9,
2024-01-20,14.3,10.2,17,0,,315,13.2,,1013.2,
2024-01-21,14.7,12.8,17,0,,316,10.7,,1014,
2024-01-22,15.2,13,18,0,,312,11.1,,1013.3,
2024-01-23,15.7,14.3,18,0,,277,11.2,,1014.1,
2024-01-24,15.3,13.2,17,0,,305,10.7,,1012,
2024-01-25,16.4,13.9,19.6,0,,323,14.3,,1012.2,
2024-01-26,17.3,14.3,20.3,0,,295,12.9,,1015.9,
2024-01-27,17.2,14,20.3,0,,329,12.8,,1013.7,
2024-01-28,16.9,16,19,0,,282,11.4,,1015.1,
2024-01-29,16.1,14,17.8,0,,265,9.3,,1015.5,
2024-01-30,16.8,13.5,20.1,0,,266,12.6,,1014.2,
2024-01-31,17.9,11,23.5,0,,23,13.5,,1013,
2024-02-01,16.9,10.5,26,0,,306,12.7,,1013.9,
2024-02-02,18.7,11.2,25,0,,241,12.7,,1014.8,
2024-02-03,18.5,12,29,0,,232,16.7,,1011.9,
2024-02-04,16.5,13,20,0,,318,18.7,,1011.6,
2024-02-05,16.4,14.7,19,0,,272,12.8,,1014.3,
2024-02-06,15.9,12,20,0,,333,13.4,,1015.8,
2024-02-07,17.1,13.5,20.6,0,,331,12.8,,1013.7,
2024-02-08,17,14,21.3,0,,323,11.2,,1012.9,
2024-02-09,15.9,11.8,19.7,0,,249,12.9,,1015.3,
2024-02-10,16.4,13,20,0,,242,17.7,,1014.6,
2024-02-11,15.6,14,19,0,,324,14.4,,1015.5,
2024-02-12,16.5,10.2,22.2,0,,41,12.4,,1012.8,
2024-02-13,16,10,20.2,0,,332,16,,1012.4,
2024-02-14,18.1,16,24,0,,291,12.1,,1014.5,
2024-02-15,17,14.7,20.3,0,,249,11,,1014.1,
2024-02-16,15.5,14,17,0,,295,13.4,,1014.6,
2024-02-17,15.6,8.5,21,0,,171,12.7,,1013.2,
2024-02-18,15.3,9,20,0,,325,10.7,,1011.1,
2024-02-19,17,15.5,19.1,0,,326,15.2,,1014.3,
2024-02-20,18.2,14,21,0,,322,10.2,,1016.7,
2024-02-21,17.3,12.6,21,0,,300,13.8,,1016.1,
2024-02-22,17.2,15,20.6,0.3,,275,9.9,,1017,
2024-02-23,17.4,11.7,22.3,0,,190,13.7,,1016.1,
2024-02-24,17,14,21,0,,332,9.8,,1016,
2024-02-25,17.1,13,20.7,0,,326,12.3,,1016.9,
2024-02-26,18,15,21,0,,289,12.1,,1016.8,
2024-02-27,15.6,12.1,18.1,0,,15,12.4,,1014.3,
2024-02-28,15.8,10,20,0,,76,11.7,,1013.7,
2024-02-29,16.2,11,20,0,,290,12.6,,1013.7,
2024-03-01,15.3,12.4,18,0,,347,11.1,,1014.9,
2024-03-02,15.9,9.5,21.5,0,,246,12.2,,1015.5,
2024-03-03,14.5,8.7,19.5,0,,262,10.9,,1015.5,
2024-03-04,14.1,7,20,0,,266,9.7,,1014.6,
2024-03-05,14.5,12.7,16.8,0,,327,11.5,,1013.9,
2024-03-06,14.8,12.5,18,0,,326,12.3,,1013.5,
2024-03-07,14.9,10.2,18,0,,275,14.6,,1015.8,
2024-03-08,15.2,6.8,20.6,0,,175,16.2,,1017.6,
2024-03-09,16.4,9.7,22.6,0,,190,20.1,,1014.8,
2024-03-10,14.9,10.7,19,0,,3,14.2,,1014.4,
2024-03-11,14.9,11.2,19.1,0,,288,12,,1016.5,
2024-03-12,15.2,9,20.7,0,,170,13.7,,1017,
2024-03-13,15.6,11.7,21,0,,246,15.1,,1015.9,
2024-03-14,14.9,8.8,21.3,0,,216,19,,1014,
2024-03-15,14.5,6.5,20.9,0,,216,17.8,,1013.1,
2024-03-16,13.1,4,19,0,,137,11,,1013.7,
2024-03-17,13.4,6.3,22.3,0,,127,13.3,,1012.2,
2024-03-18,13.3,6.8,21,0,,345,10.5,,1011.2,
2024-03-19,13.5,8.7,17.5,0,,345,13.6,,1013.7,
2024-03-20,14.2,8.5,18.5,0.4,,114,8.6,,1017.1,
2024-03-21,15.8,11.7,21.5,0.3,,222,15.5,,1015.6,
2024-03-22,15.8,11.7,19,0,,258,11.2,,1014.9,
2024-03-23,14.9,9.7,17.8,0,,336,11.6,,1016.5,
2024-03-24,15,10,20,0,,314,10.9,,1012.9,
2024-03-25,13.7,9,16,0,,331,10,,1013.9,
2024-03-26,15,13,20.3,0,,249,9.9,,1015.5,
2024-03-27,14.7,11.7,18,0,,323,9.2,,1017.2,
2024-03-28,13.2,8,16,0,,326,7.6,,1015.5,
2024-03-29,13.5,12,16,0,,308,6.9,,1016.3,
2024-03-30,15.8,10,21,0,,182,10.2,,1015.3,
2024-03-31,14.8,10,21,0,,206,10.2,,1016.4,
2024-04-01,12.7,8,18,0,,213,17,,1017.1,
2024-04-02,12.8,6,20,4.2,,280,6.6,,1015.4,
2024-04-03,15.6,13.1,17,0,,235,11,,1017.2,
2024-04-04,13.6,8,18.2,0,,236,12.3,,1017.8,
2024-04-05,12,6.5,17,0,,318,12.1,,1017.5,
2024-04-06,12,7,17,0,,81,8.9,,1018.9,
2024-04-07,12.4,6,18.1,0,,223,13.8,,1013.4,
2024-04-08,11.6,9.4,14,0,,37,10.6,,1015.6,
2024-04-09,11.5,6.2,15.3,0,,263,9.1,,1015.4,
2024-04-10,11.4,7,16,0,,261,11.1,,1013.4,
2024-04-11,13.2,9.6,17,0,,282,10.8,,1016.4,
2024-04-12,12.5,8.5,16,0.3,,287,8.1,,1015.2,
2024-04-13,12.3,7.6,17.2,1.3,,54,8.4,,1014,
2024-04-14,12.8,8,18,0.1,,171,10,,1015.2,
2024-04-15,12.7,8,17,0,,242,8.5,,1019.4,
2024-04-16,13.2,8,20.2,0,,123,12.3,,1021.6,
2024-04-17,15.4,7.4,25.5,0,,156,11.3,,1016.3,
2024-04-18,14.1,7.7,19,0,,214,11.3,,1012.7,
2024-04-19,13.1,9.4,17,0,,193,8.5,,1015.7,
2024-04-20,11.8,9,16.6,0,,357,6.9,,1015.8,
2024-04-21,13.8,10,17.1,0.8,,12,12.3,,1015.7,
2024-04-22,14,8.4,17,3.8,,323,12,,1018.5,
2024-04-23,11.6,6,20,0,,169,13,,1017.7,
2024-04-24,9.2,4,16,0,,294,8.4,,1017.8,
2024-04-25,11.5,4.2,19.1,0,,144,12.1,,1017.5,
2024-04-26,12.3,6.4,19,0,,177,10.6,,1018.7,
2024-04-27,10.4,5.3,17,0,,205,14.8,,1020.5,
2024-04-28,7.6,3,14.2,0,,213,8.7,,1016.4,
2024-04-29,12.2,5.2,18.6,7.2,,34,14.9,,1016.2,
2024-04-30,13.5,10,17.6,17.3,,272,10.9,,1018.7,
2024-05-01,10,3.9,14,0,,201,9.7,,1018.3,
2024-05-02,8.4,2.5,15,0,,175,12.3,,1017.3,
2024-05-03,7.8,1,14,0,,160,7,,1018.3,
2024-05-04,10.8,4,18,0,,110,7.7,,1017.6,
2024-05-05,10.7,6.4,15,0,,157,11.1,,1016.5,
2024-05-06,9.2,3.7,15.7,0,,101,8.4,,1015.1,
2024-05-07,9,5.6,13,22.2,,74,12.8,,1015.8,
2024-05-08,8.9,3.8,17,0,,142,10.2,,1021.5,
2024-05-09,7.7,2,14,0,,196,11.3,,1016,
2024-05-10,7.6,2.5,13,0,,144,7.3,,1020.5,
2024-05-11,7.7,1.9,14.1,0,,144,9,,1020.7,
2024-05-12,7.7,1.8,14,0,,166,9.5,,1021.5,
2024-05-13,7.2,1.2,13,0,,171,10.5,,1020.9,
2024-05-14,5.4,-0.2,12.2,0,,157,7.4,,1016.9,
2024-05-15,7.6,2.6,13.6,0,,91,8.4,,1017.3,
2024-05-16,8.7,3.7,16,0,,139,8.9,,1019.4,
2024-05-17,7.3,2,13.7,0,,148,10.1,,1020.9,
2024-05-18,7.6,1.5,18.1,0,,144,8.4,,1024.2,
2024-05-19,8.9,2.4,15,0,,151,7.5,,1020.6,
2024-05-20,9.7,7.5,11.5,17,,110,6.7,,1016.6,
2024-05-21,10.7,8,16,0,,182,9.4,,1016.7,
2024-05-22,10.2,8.1,11.6,6.5,,115,17.1,,1017.3,
2024-05-23,9.9,6,14.2,1.9,,154,11.2,,1024.2,
2024-05-24,10.7,7,15,0,,144,15.4,,1018.7,
2024-05-25,11.2,8.2,14.3,1.9,,356,17.5,,1017.9,
2024-05-26,11.7,6.1,16.2,22,,60,13.1,,1020,
2024-05-27,10.2,5.5,17,0,,141,10.5,,1020.2,
2024-05-28,8.9,4.2,14,0,,125,10.1,,1019.3,
2024-05-29,11.3,7,18,0,,133,7.5,,1020.6,
2024-05-30,11.2,6.3,18,0,,126,7.9,,1017.8,
2024-05-31,9.6,6,12.5,0,,184,9,,1017.4,
2024-06-01,10.7,5.8,19,0,,149,13.3,,1018.5,
2024-06-02,11.7,8,21,0,,161,12,,1014.8,
2024-06-03,11,8.4,14,0,,19,16.3,,1015.5,
2024-06-04,10.5,7.2,14,0.4,,99,8.1,,1015.7,
2024-06-05,11.3,8,15.2,0,,49,8.2,,1016.8,
2024-06-06,13.3,10,17.2,0,,155,8.9,,1018.9,
2024-06-07,12.7,7,21,0,,112,8.5,,1014.6,
2024-06-08,13,10.2,16,26.8,,1,24.2,,1014.3,
2024-06-09,12.8,10.5,16.2,19.7,,62,12.3,,1018.2,
2024-06-10,13.2,8,17.2,0.1,,44,17.8,,1016.2,
2024-06-11,12.6,10.2,15.5,0,,81,9,,1014.7,
2024-06-12,13.5,9.5,16.2,13.1,,13,24.3,,1009.8,
2024-06-13,13.6,12.1,15,49.9,,351,38.1,,1009.9,
2024-06-14,13.1,9.8,17.4,19.9,,26,21.5,,1018.6,
2024-06-15,10.2,6.7,15,0,,113,8.8,,1021.2,
2024-06-16,9.7,7.2,11,0,,93,8.9,,1020.9,
2024-06-17,10.9,7,15.3,14.1,,42,16.9,,1018.2,
2024-06-18,12.8,11,14.2,47.1,,343,29.8,,1014.9,
2024-06-19,12.4,8.7,16.4,0,,63,14.4,,1018.2,
2024-06-20,12.8,10.7,14.4,18.8,,17,23.8,,1014.9,
2024-06-21,10.8,9.5,13,60.7,,67,22.7,,1014.6,
2024-06-22,10.8,8.6,12.2,22,,36,16.5,,1019.6,
2024-06-23,8.5,4.5,14,0,,153,11.9,,1021.4,
2024-06-24,8.1,4.3,12.9,0,,187,14.7,,1021.1,
2024-06-25,6.5,0.6,13,0,,156,11.9,,1025.8,
2024-06-26,8.2,3,14.2,0,,144,14.5,,1025.3,
2024-06-27,9.5,4,15.5,0,,176,16.4,,1019.1,
2024-06-28,10.5,7,16,0,,157,16.4,,1020.9,
2024-06-29,9.6,4.8,15.4,0,,170,11,,1020.1,
2024-06-30,8.9,3.6,15.7,0,,144,10.1,,1021.1,
2024-07-01,8.8,3,16,0,,146,8,,1019.8,
2024-07-02,10.1,3.7,16.9,0,,158,12.8,,1020.2,
2024-07-03,10.6,6,17.3,0,,171,14.3,,1019.3,
2024-07-04,8.3,4.2,14.2,0,,167,19.1,,1021,
2024-07-05,6.4,0.7,14.6,0,,171,14.2,,1019.9,
2024-07-06,5.4,-1,12.8,0,,177,17,,1022.7,
2024-07-07,6.2,-0.1,13.6,0,,167,13.3,,1022.6,
2024-07-08,4.5,-1,12,0,,154,11.7,,1019.8,
2024-07-09,3.8,-3,10,0,,133,11.1,,1019.7,
2024-07-10,7.8,2,13.1,0,,140,13.2,,1018.7,
2024-07-11,4.6,-0.7,11.3,0,,130,11.3,,1021.9,
2024-07-12,6.4,-0.6,12,0,,114,11.9,,1021.1,
2024-07-13,6.9,3,10.4,0,,125,9.3,,1023.8,
2024-07-14,6,2.8,11.2,0,,124,13.5,,1021.8,
2024-07-15,4,1.1,9,0,,135,11.4,,1020.4,
2024-07-16,8.1,0.8,19,0,,141,13,,1020,
2024-07-17,7.8,2,15,0,,158,10,,1017,
2024-07-18,9.7,5,13,0,,179,11.4,,1019.7,
2024-07-19,8.5,4,12,0,,230,13.5,,1018.4,
2024-07-20,6.9,1,11.1,0,,102,8.8,,1017.8,
2024-07-21,10.6,4.3,17.6,0,,122,8.2,,1020.5,
2024-07-22,10,4.1,16,0,,183,11.5,,1015.9,
2024-07-23,11.3,5.7,15,0.1,,26,8.4,,1021.4,
2024-07-24,9.7,3.9,18,0,,131,10.9,,1025.8,
2024-07-25,8.7,4.5,14.5,0,,154,9.8,,1022.7,
2024-07-26,8,2,14,0,,174,12.2,,1023.6,
2024-07-27,9.1,4,17,0,,167,20.1,,1022,
2024-07-28,6.9,2,14,0,,176,12.9,,1019.8,
2024-07-29,8.6,2,16,0,,151,11.1,,1015.3,
2024-07-30,10.1,7,13.7,0,,350,9.5,,1014,
2024-07-31,11.9,10,14,0,,2,13,,1012.5,
2024-08-01,13,12,14,15.1,,2,20.5,,1007.9,
2024-08-02,11.8,10,15,42.5,,8,19.1,,1013.3,
2024-08-03,11.6,8,17,4.8,,129,11.6,,1020,
2024-08-04,10.3,4,13,0,,353,10.6,,1018.7,
2024-08-05,10.1,8.6,11.1,25,,21,16.5,,1020.3,
2024-08-06,9.1,3,13,0.5,,198,14.3,,1025.4,
2024-08-07,7.3,1,11,0,,197,15.3,,1024.4,
2024-08-08,9.1,3.3,17,0,,157,13.2,,1023.4,
2024-08-09,9.3,4,18,0,,156,15.2,,1022.5,
2024-08-10,11.5,6.2,17,0,,179,17.5,,1023.2,
2024-08-11,13.4,8,20,0,,164,16.1,,1021.3,
2024-08-12,11.4,5,17.7,0,,176,11.9,,1015.1,
2024-08-13,10,6,13.5,0,,23,7.9,,1016.2,
2024-08-14,10.7,7,13,0,,204,9.1,,1018.7,
2024-08-15,9.7,5,15,0,,183,9.3,,1020,
2024-08-16,8.6,4,14,0,,168,9.3,,1020.7,
2024-08-17,9.6,5,13,0,,202,11.3,,1019.2,
2024-08-18,8.7,6,11,0,,207,9.2,,1018.9,
2024-08-19,7.6,3,12,0,,200,11,,1020.5,
2024-08-20,6.3,1,12,0,,190,9,,1021.6,
2024-08-21,7,1,13,13.6,,34,10.2,,1022.7,
2024-08-22,8.9,4,13,2,,96,8.7,,1024.8,
2024-08-23,8,3,11.8,6.7,,30,9.3,,1026.6,
2024-08-24,10.1,4,20,0,,153,9.9,,1023.1,
